reporting_starts,reporting_ends,campaign_name,adset_name,ad_name,amount_spent,results,link_clicks,impressions,reach,cpm,quality_ranking,engagement_ranking,conversion_ranking
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,19.29,3.0,42.0,1194.0,1110.0,16.155779,-,-,-
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,100.77,16.0,214.0,8243.0,8211.0,12.224918,-,-,-
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,2.52,,4.0,169.0,141.0,14.911243,-,-,-
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,0.59,,1.0,43.0,36.0,13.72093,-,-,-
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,4.36,,11.0,230.0,184.0,18.956522,-,-,-
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,89.36,14.0,130.0,4780.0,4431.0,18.694561,-,-,-
2026-01-15,2026-01-15,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,14.75,,24.0,521.0,490.0,28.310941,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,15.28,4.0,58.0,807.0,744.0,18.934325,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,14.53,3.0,45.0,746.0,724.0,19.477212,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,31.8,3.0,37.0,1338.0,1284.0,23.766816,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,9.86,2.0,15.0,509.0,492.0,19.371316,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 003,0.05,,0.0,2.0,2.0,25.0,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,20.0,4.0,42.0,1091.0,1006.0,18.331806,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,98.03,9.0,173.0,8082.0,7869.0,12.129423,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,4.09,,3.0,244.0,197.0,16.762295,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,0.89,,3.0,92.0,58.0,9.673913,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,1.74,,3.0,114.0,103.0,15.263158,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,89.16,8.0,120.0,4532.0,4335.0,19.673433,-,-,-
2026-01-16,2026-01-16,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,14.56,,23.0,532.0,503.0,27.368421,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,16.54,5.0,78.0,883.0,847.0,18.731597,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,14.69,1.0,34.0,713.0,681.0,20.603086,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,25.41,3.0,27.0,935.0,879.0,27.176471,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,7.86,,18.0,381.0,360.0,20.629921,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,22.51,1.0,37.0,1092.0,1023.0,20.613553,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,94.3,11.0,162.0,6121.0,5946.0,15.405979,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,2.15,,2.0,102.0,95.0,21.078431,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,0.92,,0.0,42.0,42.0,21.904762,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,1.21,,0.0,55.0,50.0,22.0,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,98.96,5.0,74.0,3952.0,3824.0,25.040486,-,-,-
2026-01-17,2026-01-17,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,12.77,1.0,13.0,415.0,391.0,30.771084,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,31.31,6.0,113.0,1731.0,1628.0,18.087811,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,27.15,3.0,46.0,1087.0,1031.0,24.977001,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,29.61,8.0,36.0,985.0,963.0,30.060914,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,10.37,,18.0,519.0,489.0,19.980732,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 003,0.01,,0.0,1.0,1.0,10.0,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,19.91,3.0,48.0,965.0,926.0,20.632124,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,95.63,14.0,248.0,7229.0,6948.0,13.228662,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,3.51,,6.0,178.0,148.0,19.719101,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,1.2,,1.0,54.0,49.0,22.222222,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,88.5,7.0,109.0,3801.0,3586.0,23.283346,-,-,-
2026-01-18,2026-01-18,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,22.18,4.0,50.0,813.0,730.0,27.281673,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,32.85,4.0,113.0,1759.0,1610.0,18.675384,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,17.22,1.0,38.0,710.0,661.0,24.253521,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,33.71,4.0,37.0,1392.0,1277.0,24.216954,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,10.98,,24.0,530.0,508.0,20.716981,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,22.27,1.0,43.0,1087.0,1001.0,20.487581,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,81.66,6.0,206.0,7304.0,6905.0,11.180175,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,2.42,,4.0,170.0,138.0,14.235294,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,1.75,,5.0,54.0,49.0,32.407407,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,0.23,,0.0,5.0,5.0,46.0,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,82.85,7.0,110.0,3741.0,3564.0,22.146485,-,-,-
2026-01-19,2026-01-19,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,24.32,2.0,38.0,935.0,847.0,26.010695,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,23.1,1.0,67.0,1145.0,1068.0,20.174672,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,13.09,1.0,19.0,496.0,476.0,26.391129,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,35.43,5.0,54.0,1286.0,1223.0,27.550544,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,8.64,2.0,16.0,433.0,424.0,19.953811,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 003,0.19,,0.0,6.0,6.0,31.666667,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,21.05,1.0,48.0,1071.0,988.0,19.654528,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,93.2,11.0,220.0,7545.0,7192.0,12.352551,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,2.68,,6.0,162.0,134.0,16.54321,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,1.1,1.0,5.0,69.0,54.0,15.942029,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,0.26,,1.0,20.0,18.0,13.0,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,81.99,6.0,106.0,3443.0,3324.0,23.813535,-,-,-
2026-01-20,2026-01-20,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,32.79,1.0,51.0,1030.0,932.0,31.834951,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,19.88,4.0,60.0,823.0,772.0,24.155529,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,13.38,3.0,30.0,486.0,468.0,27.530864,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,40.56,7.0,38.0,1306.0,1221.0,31.056662,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,6.79,2.0,16.0,322.0,302.0,21.086957,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,13.82,1.0,44.0,740.0,697.0,18.675676,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,93.8,10.0,200.0,7572.0,7286.0,12.387744,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,4.61,1.0,7.0,232.0,200.0,19.87069,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,1.07,,2.0,53.0,51.0,20.188679,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,84.51,9.0,116.0,3734.0,3639.0,22.632566,-,-,-
2026-01-21,2026-01-21,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,21.79,5.0,42.0,713.0,695.0,30.56101,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,12.35,3.0,32.0,559.0,555.0,22.093023,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,18.74,1.0,28.0,645.0,604.0,29.054264,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,52.79,8.0,59.0,1961.0,1840.0,26.919939,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,4.2,,2.0,218.0,211.0,19.266055,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,11.9,1.0,31.0,548.0,516.0,21.715328,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,79.29,6.0,139.0,5901.0,5799.0,13.436706,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,2.95,,5.0,163.0,139.0,18.09816,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,0.86,,2.0,52.0,47.0,16.538462,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,0.46,,0.0,9.0,9.0,51.111111,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,83.23,10.0,76.0,3370.0,3205.0,24.697329,-,-,-
2026-01-22,2026-01-22,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,15.53,1.0,19.0,547.0,513.0,28.391225,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,13.89,2.0,53.0,673.0,646.0,20.63893,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,24.14,3.0,42.0,711.0,679.0,33.95218,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,74.33,8.0,77.0,2890.0,2675.0,25.719723,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,0.6,,1.0,35.0,35.0,17.142857,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 003,0.17,,0.0,10.0,10.0,17.0,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,15.46,,33.0,693.0,639.0,22.308802,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,58.91,3.0,109.0,4559.0,4450.0,12.921693,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,3.83,,5.0,166.0,147.0,23.072289,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,1.41,,3.0,54.0,48.0,26.111111,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,72.73,10.0,77.0,2934.0,2934.0,24.788684,-,-,-
2026-01-23,2026-01-23,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,19.85,1.0,36.0,660.0,607.0,30.075758,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,9.05,4.0,36.0,471.0,455.0,19.214437,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,29.66,5.0,54.0,819.0,779.0,36.214896,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,58.27,8.0,61.0,2182.0,2086.0,26.704858,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,1.32,1.0,3.0,58.0,57.0,22.758621,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,18.34,1.0,47.0,699.0,654.0,26.237482,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,70.34,10.0,134.0,4849.0,4657.0,14.506084,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,2.58,,9.0,137.0,124.0,18.832117,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,0.68,,0.0,41.0,39.0,16.585366,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,0.1,,0.0,3.0,3.0,33.333333,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,72.8,9.0,85.0,2671.0,2606.0,27.255709,-,-,-
2026-01-24,2026-01-24,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 005,15.37,1.0,20.0,493.0,468.0,31.176471,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,051225 MY Daryl Movexercise8 LP-Ver1 Video 002,18.0,1.0,48.0,744.0,686.0,24.193548,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,051225 MY Daryl Movexercise8 LP-Ver2 Video 001,31.14,5.0,71.0,944.0,914.0,32.987288,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,131225 MY Daryl Movexercise8 LP-Ver1 Video 001,48.23,3.0,38.0,1461.0,1362.0,33.011636,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl M8 LP-Ver1 Video 005,0.04,,0.0,6.0,6.0,6.666667,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Image 005,23.22,1.0,57.0,790.0,750.0,29.392405,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver1,291025 MY Daryl Movexercise8 LP-Ver1 Video 003,96.7,15.0,204.0,6333.0,5983.0,15.269225,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 003,6.25,1.0,13.0,291.0,263.0,21.477663,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 004,0.47,,5.0,32.0,31.0,14.6875,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Image 005,0.21,1.0,1.0,10.0,10.0,21.0,-,-,-
2026-01-25,2026-01-25,291025 MY Daryl Movexercise8 LEADS,291025 MY Daryl Movexercise8 LP-Ver2,291025 MY Daryl Movexercise8 LP-Ver2 Video 003,91.86,5.0,115.0,3436.0,3338.0,26.734575,-,-,-
